title,author,type,audience,genre,faust_numbers,isbns,n_loans
Rasmus Klumps ABC,Marianne Larsen (f. 1951),Billedbog,børnematerialer,skønlitteratur,29331235;51385837,<NA>,2765
Boblevulkanen,Rosie Banks,Bog,børnematerialer,eventyrlige fortællinger,51187725,<NA>,2756
Velkommen til lillebror,Stephanie Blake (f. 1968),Billedbog,børnematerialer,skønlitteratur,61399003,<NA>,2755
Isadora Moon i tivoli,Harriet Muncaster,Bog,børnematerialer,skønlitteratur,46702476,<NA>,2755
Læring,Knud Illeris,Bog,"fagligt niveau,voksenmaterialer",pædagogisk teori i alm.,51704851;26193648;136175815;22619349;99122548374405763;99122647272505763;27228569;99122094301505763;991000780839703861;99123433661505763;22904825;99122634527105763,<NA>,3363
Peter Pedal hænger i,H. A. Rey,Billedbog,børnematerialer,sjove bøger,05131499;23305267;99122181469105763,<NA>,2776
Vores sommer sammen,Jenny Han,Bog,"børnematerialer,voksenmaterialer",young adult,48681999;99123486082605763,<NA>,2757
Peter Pedal går på akvarium,,Billedbog,børnematerialer,sjove bøger,27285058;99122849772505763,<NA>,2755
Tilgivelse,Yrsa Sigurðardóttir,Bog,voksenmaterialer,krimi,53788114;48978894;22642413;25058496;24897656;99122886183605763;99123542595805763,<NA>,3083
Vegetar,Ditte Ingemann,Bog,"alment niveau,voksenmaterialer",råkost. vegetarisk mad,52557046;38419617;45542084,<NA>,4705
Grønne madpakker,Louisa Lorang,Bog,"alment niveau,voksenmaterialer",koldt bord. smørrebrød,48540082;99123456854005763,<NA>,2753
Forsvindingsnumre,Amalie Langballe,Bog,voksenmaterialer,skønlitteratur,46219228;46519205;07338872;99122581996605763,<NA>,2757
"Værsgo og spis, hr. Struganoff",Kim Fupz Aakeson,Billedbog,børnematerialer,sjove bøger,53647448,<NA>,2751
Ruth-Viola med bindestreg,Gitte Løkkegaard,Bog,børnematerialer,sjove bøger,46588088,<NA>,2750
Carl er sød,Ida Jessen (f. 1964),Billedbog,børnematerialer,skønlitteratur,53945848,<NA>,2747
Fine & farverige perleplader - for hele familien,Lisbet Lücke Larsen,Bog,"folkeskoleniveau,alment niveau,børnematerialer,voksenmaterialer",øvrige grene af kunsthåndværket,51843886,<NA>,2747
Jeppes bold,Barbro Lindgren,Billedbog,børnematerialer,skønlitteratur,50710726;05916844,<NA>,2844
Mumitrolden og midsommermysteriet,Richard Dungworth,Billedbog,børnematerialer,eventyrvæsener,39384779,<NA>,2745
Alle historierne om snøvsen,Benny Andersen (f. 1929),Bog,børnematerialer,humor,52944597;28511957;51488393;21797685;24360024;99122566059005763,<NA>,4488
Turen går til Schweiz,Linda Danielsen Røygaard,Bog,"alment niveau,voksenmaterialer",svejts,52951127;29483833;27889158;99122634154805763;99122720017405763;99122378675305763;99122805294905763;99122827400005763;990003197430305765;99122317602605763;99121998596605763;99122414145505763,<NA>,3509
H.C. Andersens Prinsessen på ærten,Jens Andersen (f. 1955),Billedbog,børnematerialer,eventyr,51788966,<NA>,2744
Tor og Fut,Helle Dyhr Fauerholdt,Bog,børnematerialer,skønlitteratur,29418578;46455983,<NA>,3918
Sjælerytterne - legenden vågner,Helena Dahlgren,Bog,børnematerialer,fantasy,48330878;99123420998705763,<NA>,2744
Første skoledag fra helvede,Karen Vad Bruun,Bog,børnematerialer,skønlitteratur,52836735,<NA>,2743
Sunde grønne retter,Anne Hjernøe,Bog,"alment niveau,voksenmaterialer",madlavning,51719476,<NA>,2743
Enkeland,Karsten Skov,Bog,voksenmaterialer,historiske romaner,54076037;99122785100505763,<NA>,2743
Jeg er vred!,Katie Douglass,Billedbog,børnematerialer,skønlitteratur,54322763,<NA>,2741
En ko i kø,Helle Dyhr Fauerholdt,Bog,børnematerialer,skønlitteratur,52989337,<NA>,2739
52 uger med strømper,,Bog,"alment niveau,voksenmaterialer",strikning,39378817;99123847930905763,<NA>,2740
Detaljerne,Ia Genberg,Bog,voksenmaterialer,skønlitteratur,135211044;9921356833805762,<NA>,2739
Bogen om  Pippi Langstrømpe,Astrid Lindgren,Bog,børnematerialer,sjove bøger,51735552;51764110,<NA>,2749
Traktoren og andre landbrugsmaskiner,Christine Baillet,Billedbog,"folkeskoleniveau,førskoleniveau,børnematerialer",landbrugsmaskiner og -redskaber i alm.,52610052,<NA>,2737
En tilfældig nordmand,Lars Saabye Christensen (f. 1953),Bog,voksenmaterialer,"humor,samfundssatire",134168218,<NA>,2736
Jagthundene,Jørn Lier Horst,Bog,voksenmaterialer,"krimi,politiromaner",51026586;54108168;99122553762405763,<NA>,4050
Valmuemanden,Christian Frost,Bog,voksenmaterialer,"krimi,politiromaner",54161433,<NA>,2736
Bag horisonten,Ella Carey,Bog,voksenmaterialer,skønlitteratur,62691956;26950910;01517511,<NA>,2851
Sværdets mester. Bog 1,Mette Finderup,Bog,børnematerialer,fantasy,29158479,<NA>,2734
De uegnede,"Michael Hjorth (f. 1963-05-13),Hans Rosenfeldt",Bog,voksenmaterialer,"krimi,politiromaner",52088569;46422406;99122686987705763,<NA>,2859
Ukendte kyster,Arnaldur Indriðason,Bog,voksenmaterialer,"krimi,politiromaner",52669553,<NA>,2734
Et ægte eventyr,John Edwards,Billedbog,børnematerialer,skønlitteratur,38759574,<NA>,2733
Havets magi - fjender på Ravnø,Nicole Boyle Rødtnes,Bog,børnematerialer,eventyrlige fortællinger,39510324,<NA>,2733
Spionernes hus,Daniel Silva,Bog,voksenmaterialer,spænding,53975631;46537831,<NA>,2810
Forstå din søvn,Birgitte Rahbek Kornum,Bog,"alment niveau,voksenmaterialer",nervesygdomme,46006232;99122904734505763,<NA>,2733
Bare på besøg,Beth O'Leary,Bog,voksenmaterialer,skønlitteratur,62270411,<NA>,2731
Tæt på ækvator,Annette Danielsen,Bog,"alment niveau,voksenmaterialer",strikning,39576813,<NA>,2730
"Gravemaskiner, lastbiler og kraner",Christina Braun,Billedbog,børnematerialer,gå på opdagelse,47780349;99123331806505763,<NA>,2732
Må vi ro?,Karina Jansen,Bog,børnematerialer,skønlitteratur,38736213,<NA>,2729
Det smukke mysterium,Louise Penny,Bog,voksenmaterialer,"krimi,politiromaner",38640852,<NA>,2729
Alle tiders bøger vi læser igen,,Billedbog,børnematerialer,skønlitteratur,39555786,<NA>,2728
Legender fra Odysïa - månebibliotekets forbandelse,Lakserytteren,Bog,børnematerialer,"fantasy,sjove bøger",61564101,<NA>,2728
Brandbilen,Susanne Gernhäuser,Billedbog,"førskoleniveau,børnematerialer",brandvæsen,54690355,<NA>,2726
Magtfulde mikrober,Oluf Borbye Pedersen,Bog,"alment niveau,voksenmaterialer",mikrobiologi i alm.,47201454;99123305146605763;99123455715605763,<NA>,2730
Lars på potte,Linne Bie,Billedbog,børnematerialer,skønlitteratur,29452849,<NA>,2725
Laura på bondegården,Liane Schneider,Billedbog,børnematerialer,skønlitteratur,46249542,<NA>,2725
Ib og ti is,Kirsten Ahlburg,Bog,børnematerialer,skønlitteratur,48351786,<NA>,2725
Strikkesaga,Tove Richter,Bog,"alment niveau,voksenmaterialer",strikning,47361281;46119088;99123305346205763,<NA>,3284
Falske perler og brændte hjerter,Ewa Klingberg,Bog,voksenmaterialer,skønlitteratur,134790784,<NA>,2724
Lær at ride med Sigge - tips og tricks til begyndere,Lin Hallberg,Bog,børnematerialer,skønlitteratur,46582314,<NA>,2724
Fisk har ingen fødder,Jón Kalman Stefánsson,Bog,voksenmaterialer,skønlitteratur,52035260;54595379;99122324073905763;9920742153605762;99122563659405763,<NA>,2732
Amdi bliver til,Rune Skyum-Nielsen,Bog,"alment niveau,voksenmaterialer",biografier af enkelte personer,62913975;135205095;99124179959605763,9788740058048,2727
Banesår,Thomas Enger,Bog,voksenmaterialer,krimi,52173434;52779065;51816579,<NA>,2747
Mr. Woolf,Jan Kjærstad,Bog,voksenmaterialer,skønlitteratur,48163165;47011574,<NA>,2786
One pot,Mette Mølbak,Bog,"alment niveau,voksenmaterialer",madlavning,54102909,<NA>,2722
"Hvis De lige vil sidde helt stille, frue, dr. Jacobsen er ny på afdelingen",Steffen Jacobsen (f. 1956),Bog,"alment niveau,voksenmaterialer","biografier af enkelte personer,erindringer",54078188;54238096,<NA>,2802
Battle royale - en storm af kugler,Michael Kamp (f. 1974),Bog,børnematerialer,"dystopier,spænding",48864171,<NA>,2721
Kan hun selv gå herhen?,Malene Schwartz,Bog,"alment niveau,voksenmaterialer","biografier af enkelte personer,erindringer",39617617,<NA>,2720
Wundersmeden,Jessica Townsend,Bog,børnematerialer,fantasy,46276388,<NA>,2719
Falsk anklage?,Sara Ejersbo,Bog,børnematerialer,krimi,61358781,<NA>,2719
ABC,Knud Romer,Billedbog,børnematerialer,rim,51099842;25852362;26011337;26794587;51179900;45864359;26237173;00101133;04873637;01405578;99122501846605763;99122868509805763;99122708409705763;04208196;04182308;99122227720405763,<NA>,4815
Mysteriet om hullet i væggen,Camilla Brinck,Bog,børnematerialer,eventyrlige fortællinger,48008372;99123355220705763,<NA>,2719
Byggepladsen vrimlebog,Max Walther,Billedbog,børnematerialer,gå på opdagelse,46395921,<NA>,2718
Flere historier fra caféen i Cornwall,Lucy Diamond (f. 1970),Bog,voksenmaterialer,skønlitteratur,61729062,<NA>,2718
Boldens meget store bog om dinosaurer,,Billedbog,"folkeskoleniveau,børnematerialer",palæontologi,61489274,<NA>,2717
Den som blinker er bange for døden,Knud Romer,Bog,voksenmaterialer,biografiske romaner,26285283;54372027;26710170;54372000;51168526;27885497;27079105;48770215;44992353;99122866595305763;26453070;99122890851505763;99122348979905763,<NA>,4596
Simones perlebog,"Simone Thorup Eriksen,Haley Sophie Thorup Eriksen",Bog,"folkeskoleniveau,førskoleniveau,børnematerialer",øvrige grene af kunsthåndværket,47023807,<NA>,2714
Viola er vild,Marie Duedahl,Bog,børnematerialer,skønlitteratur,53448321,<NA>,2713
Du må aldrig glemme mig,Mhairi McFarlane (f. 1976),Bog,voksenmaterialer,"chick lit,humor",46259394,<NA>,2713
Natjæger,"Line Holm,Stine Bolther",Bog,voksenmaterialer,krimi,135976407,<NA>,2712
Tor og Tim i en å,Helle Dyhr Fauerholdt,Bog,børnematerialer,skønlitteratur,28719108;46139178;99122031150105763,<NA>,3396
Turen går til New York,Minna Skau,Bog,"alment niveau,voksenmaterialer",enkelte lokaliteter,48219705;53479677;51569148;29529329;25363949;99122578405405763;99122827520805763;99121953504905763;27805868;99122437363305763,<NA>,3964
Se den lille kattekilling,,Billedbog,børnematerialer,"vokalmusik for børn,børnesange",53127258;53525881;21581917,<NA>,3278
Grundtvig er død,Laura Ringo (f. 1990),Bog,voksenmaterialer,kollektivromaner,39495449,<NA>,2711
Miks bil,Maria Rørbæk,Bog,børnematerialer,skønlitteratur,51384385;46326318,<NA>,3637
De loyale,Delphine de Vigan,Bog,voksenmaterialer,skønlitteratur,54498055;99122348904205763,<NA>,2712
På eventyr med Sigge,Lin Hallberg,Bog,børnematerialer,skønlitteratur,28427263,<NA>,2710
Kærlighedens skygger,Diane Chamberlain,Bog,voksenmaterialer,historiske romaner,135405337,<NA>,2710
Landsholdet,Tommy Heisz,Bog,"folkeskoleniveau,børnematerialer",fodbold,54009046;26532574,<NA>,2840
Prinsesse Enhjørning - Storskovens vogter,Peter Gotthardt,Bog,børnematerialer,"fantasy,spænding",51857046,<NA>,2709
Lindormen,Josefine Ottesen,Bog,børnematerialer,eventyrlige fortællinger,26326591,<NA>,2708
Ditlevsen,Jens Andersen (f. 1955),Bog,"alment niveau,voksenmaterialer",biografier af enkelte personer,134155124,<NA>,2707
Rejsen hjem,Kate Morton,Bog,voksenmaterialer,historiske romaner,136197614;20008342;24371190;24532763;134619341;23508257;20856807;22231316;99122768497605763;99122148002005763;99122624149505763;99122977280605763;991000372039703861;99122062289905763;99122011324005763,<NA>,3369
Isadora Moon laver vintermagi,Harriet Muncaster,Bog,børnematerialer,skønlitteratur,46913574,<NA>,2707
Sommerfuglehave,"Michael Stoltze,Mona Klippenberg,Susan Trolle",Bog,"alment niveau,voksenmaterialer",sommerfugle,48294138;99123420966805763,<NA>,2707
Det er bare en fase,Julia Lahme,Bog,"alment niveau,voksenmaterialer",biografier af enkelte personer,62264594,<NA>,2706
De taknemmelige,Delphine de Vigan,Bog,voksenmaterialer,skønlitteratur,46971531,<NA>,2705
"Du og jeg, Sigge",Lin Hallberg,Bog,børnematerialer,skønlitteratur,51966058,<NA>,2704
For altid Sigge,Lin Hallberg,Bog,børnematerialer,skønlitteratur,50706818,<NA>,2703
Hedeselskabet,Malte Tellerup (f. 1989),Bog,voksenmaterialer,skønlitteratur,48696309;38566776;99123649352405763,<NA>,2712
Vi elsker stadig Berlin,Sissel-Jo Gazan,Bog,"alment niveau,voksenmaterialer",enkelte tyske lokaliteter,47366275,<NA>,2702
Flunkerne er over os,,Billedbog,børnematerialer,gå på opdagelse,22254901;99122094021305763;99122331435005763,<NA>,2706
Papegøjehelikopteren,Bobbie Peers,Bog,børnematerialer,"science fiction,sjove bøger,steampunk",38590235;99123652383305763,<NA>,2702
Vildheks. Bind 6,Lene Kaaberbøl,Bog,børnematerialer,fantasy,51362241;38283898,<NA>,2811
Mellem linjerne,Johanna Schreiber (f. 1986),Bog,voksenmaterialer,chick lit,39472228;52342139;61992448;25797337;23618605;22466917,<NA>,3364
Hvor er min potte?,Tony Ross,Billedbog,børnematerialer,skønlitteratur,53381251,<NA>,2696
Nu taler jeg,Rikke Viemose,Bog,"alment niveau,voksenmaterialer",kvinder,61983309;99123931871505763,<NA>,2697
Det stille vidne,"Lisa Bjerre,Susan Casserfelt",Bog,voksenmaterialer,skønlitteratur,61936599,<NA>,2695
Lola og Niko,Jørn Jensen (f. 1946),Bog,børnematerialer,skønlitteratur,52226236,<NA>,2695
Vinderne,Fredrik Backman,Bog,voksenmaterialer,skønlitteratur,62122633;51143604,<NA>,4421
Liv og Emma på cykeltur,Line Kyed Knudsen,Bog,børnematerialer,skønlitteratur,52799139,<NA>,2693
Eventyrskoven,Rosie Banks,Bog,børnematerialer,eventyrlige fortællinger,51421876,<NA>,2692
Putins datter,Morten Hesseldahl,Bog,voksenmaterialer,spænding,135299073,<NA>,2691
Hormonel harmoni,"Caroline Fibæk,Stine Fürst",Bog,"alment niveau,voksenmaterialer",ernæring,52291089,<NA>,2691
Turen går til Camino de Santiago & Nordspanien,"Gitte Holtze,Ole Loumann",Bog,"alment niveau,voksenmaterialer",spanien,48383165;51100174,<NA>,3981
Turen går til grænselandet,"Kristian Ditlev Jensen (f. 1971),Gunhild Riske",Bog,"alment niveau,voksenmaterialer",enkelte lokaliteter uden for københavn,48845991,<NA>,2691
Mios blues,Kristina Ohlsson,Bog,voksenmaterialer,krimi,52173418;51695623,<NA>,2698
En tot hår,Kirsten Ahlburg,Bog,børnematerialer,skønlitteratur,46144864,<NA>,2690
"Så er der serveret, hr. Struganoff",Kim Fupz Aakeson,Billedbog,børnematerialer,sjove bøger,45975002,<NA>,2690
Bag slørene,Michael Connelly,Bog,voksenmaterialer,krimi,53448062;46366565,<NA>,2773
William Wenton & luridiumstyven,Bobbie Peers,Bog,børnematerialer,fantastiske fortællinger,52588618,<NA>,2690
"Siv, gæt et ord!",Helle Dyhr Fauerholdt,Bog,børnematerialer,skønlitteratur,29439001,<NA>,2688
Sødt med surdej,Cathrine Brandt,Bog,"alment niveau,voksenmaterialer",bagning,61705503;99123914917205763,<NA>,2690
Videnskabelig teori og metode,,Bog,"fagligt niveau,voksenmaterialer",lægeuddannelse. medicinsk forskning i alm.,54993404;51061497;99122725580105763;99122074173505763;2457860,<NA>,3528
Møde med mode,Rosie Banks,Bog,børnematerialer,eventyrlige fortællinger,54632916,<NA>,2687
Ask og Mus,Anja Hitz,Bog,børnematerialer,skønlitteratur,51340647,<NA>,2686
Maskiner,Neiko Ng,Billedbog,børnematerialer,gå på opdagelse,53374239;53343139;51550870;28207190;52430275;27539114;26315255;22951262,<NA>,7166
Må jeg komme med dig hjem,Marie Aubert,Bog,voksenmaterialer,skønlitteratur,47572835;48509401,<NA>,2711
Anton,Vibeke Marx,Bog,voksenmaterialer,skønlitteratur,62073128;21173770,<NA>,2685
Grisha - pigen og mørkningen,Leigh Bardugo,Bog,"børnematerialer,voksenmaterialer",fantasy,52173302;53043321;99122228329705763,<NA>,2748
Tove,Line Jensen (f. 1976),Billedbog,"førskoleniveau,folkeskoleniveau,børnematerialer",biografier af enkelte personer,38202529;99123540966305763,<NA>,2682
Krystalskibet,Benni Bødker,Bog,børnematerialer,fantastiske fortællinger,53515886,<NA>,2680
Teddy til salg,Lin Hallberg,Bog,børnematerialer,skønlitteratur,27765017,<NA>,2680
Jeppes bamse,Barbro Lindgren,Billedbog,børnematerialer,skønlitteratur,50507351;05767202,<NA>,2936
Lastbiler! (og andre ting med hjul),Bryony Davies,Billedbog,"førskoleniveau,børnematerialer",transportmidler i alm.,62162686;99124016596905763,<NA>,2679
Hvalpesjov,Rosie Banks,Bog,børnematerialer,eventyrlige fortællinger,52844851,<NA>,2678
Dy må sy,Kirsten Ahlburg,Bog,børnematerialer,skønlitteratur,53665608,<NA>,2678
Naja Münster - jagten på en youtuber,Line Kyed Knudsen,Bog,børnematerialer,sjove bøger,62984422,<NA>,2677
Far og Hasan i Ikea,Marie Duedahl,Bog,børnematerialer,sjove bøger,51719239,<NA>,2677
Dødt dyr,Nicole Boyle Rødtnes,Bog,børnematerialer,spænding,53342906,<NA>,2677
Glitter flytter ind,Amy Young (f. 1958-03-31),Billedbog,børnematerialer,skønlitteratur,46218957,<NA>,2676
Den rigtige bog om lastbiler,Ole Damgaard,Billedbog,"førskoleniveau,folkeskoleniveau,børnematerialer",biler,55098778,<NA>,2676
Vov-vov og afsted!,,Billedbog,børnematerialer,skønlitteratur,134490535;99124247901405763,<NA>,2677
Papirhjerter og sommerkys,Carole Matthews,Bog,voksenmaterialer,skønlitteratur,62865598,<NA>,2675
Fuglene under himlen,Karl Ove Knausgård,Bog,voksenmaterialer,skønlitteratur,46575636,<NA>,2675
Den gode dinosaur,,Billedbog,børnematerialer,skønlitteratur,52210895;52350263,<NA>,2997
Historien om et nyt navn,Elena Ferrante,Bog,voksenmaterialer,skønlitteratur,51365577;54091435;53459943;54025491;99122653078905763,<NA>,4731
En mellemstor idiot,Maria Rørbæk,Bog,børnematerialer,skønlitteratur,48884652;99123539952105763,<NA>,2675
Hertuginden,Danielle Steel,Bog,voksenmaterialer,historiske romaner,46219163;21073032;99122740213005763;05273196;99122016714705763,<NA>,2772
Rasmus Klump - min store søg og find-bog,Per Sanderhage,Billedbog,børnematerialer,"gå på opdagelse,sjove bøger",38718231,<NA>,2673
De udødelige,Chloe Benjamin,Bog,voksenmaterialer,skønlitteratur,46158059;01322079;45024598,<NA>,2696
Mahatma Gandhi,Isabel Sánchez Vegara,Billedbog,"førskoleniveau,folkeskoleniveau,børnematerialer",biografier af enkelte personer,48539599;47542758;99122033714005763;45189368;45247619,<NA>,2803
Følg sporene - følg den enhjørning!,Georgie Taylor,Billedbog,børnematerialer,gå på opdagelse,48622496,<NA>,2671
Damen som købte en bus og bare kørte,Judy Leigh,Bog,voksenmaterialer,skønlitteratur,54240368;46602803,<NA>,2704
Svaneslottet,Rosie Banks,Bog,børnematerialer,eventyrlige fortællinger,52107210,<NA>,2669
Monsterskolen og andre rim for børn,Stine de Paoli,Billedbog,børnematerialer,"børnerim,rim,sjove bøger",52636035,<NA>,2669
Rasmus Klump - Skæg og havfruen,Per Sanderhage,Billedbog,børnematerialer,sjove bøger,29430993,<NA>,2669
Max på mål,Marie Duedahl,Bog,børnematerialer,sjove bøger,53574130,<NA>,2668
Peter Pan,Christian Bach (f. 1979-02-06),Bog,børnematerialer,fantastiske fortællinger,46595106;51030141;51359356;52029058;22438123;25927400;61352406;23805758;28991525;24863158;06984797;05193370;45857344;45648451;22563459;53075053;39127717;43611763;42561223;40952071;08461090;29022976;07209975;61436367;41468807;10021170;99122503180805763;99122949986405763;20314427;25970713;45623734;61390707;41196181;01148427;07166818;99122708439105763;45799239;99122127516705763;43668005;43421905;99122465467905763,<NA>,6366
Metropolis,Philip Kerr,Bog,voksenmaterialer,krimi,46572289;46461762;29378002;62570571;38811649;45707849,<NA>,2893
Det norske job,"Jeanette Øbro Gerlow,Ole Tornbjerg",Bog,voksenmaterialer,krimi,51353366;51847687;99122238417605763,<NA>,2684
Ikke der!,Jeanne Willis,Billedbog,børnematerialer,skønlitteratur,54961863,<NA>,2666
Hovedbrud,"Johan Olsen (f. 1969),Vincent F. Hendricks",Bog,"folkeskoleniveau,børnematerialer",naturvidenskab i alm.,48843808;26646731;54098634;99122727296705763,<NA>,3170
